age,sex,is_camp_user,night_call_dura_rate,night_call_cnt_rate,called_cnt_rate,contact_ratio,once_numbers,once_numbers_rate,top5_call_dura_rate,top5_call_cnt_rate,top5_opp_belo_cnt,top10_call_dura_rate,top10_call_cnt_rate,top10_opp_belo_cnt,label
21,2,0,0,0,16.129,1,24,96,50.4957,25.8065,4,71.3846,41.9355,8,1
56,2,0,6.5718,17.3333,49.3333,6,4,44.4444,83.6024,69.3333,1,98.8451,92,1,0
63,2,0,0.6358,1.7857,98.2143,7,1,100,73.8594,66.0714,1,95.4749,89.2857,1,0
56,2,0,0.9071,13.5135,29.7297,4,4,50,91.4291,59.4595,1,100,100,4,0
38,1,1,6.603,14.2857,85.7143,1,2,100,84.4073,57.1429,2,98.7271,92.8571,5,0
24,1,0,8.2101,6.7961,58.7379,7,10,55.5556,81.4041,71.3592,1,90.4339,75.7282,2,0
29,2,0,3.2595,4.3478,65.2174,5,7,58.3333,75.7776,42.029,1,89.0285,69.5652,2,0
37,2,0,7.6744,7.3034,53.3708,22,16,45.7143,56.5697,25,1,78.492,51.9663,1,0
53,2,0,17.1734,21.5686,49.0196,2,9,56.25,49.4651,27.451,1,72.1565,43.1373,2,0
59,1,0,4.5145,3.7037,60.4938,7,9,60,47.689,45.679,1,74.2386,69.1358,1,0
32,1,0,9.8336,18.1818,63.6364,0,0,0,89.8638,63.6364,2,100,100,5,0
30,1,0,20.8696,27.2727,36.3636,0,3,60,74.6087,63.6364,2,100,100,5,0
32,1,0,5.2731,6.25,25,2,0,0,100,100,1,100,100,1,0
37,2,0,0.3074,9.0909,45.4545,0,2,50,99.5491,90.9091,3,100,100,4,0
20,1,1,0.1385,0.5208,47.9167,4,5,50,95.5527,94.2708,1,99.2506,97.9167,1,0
52,1,0,9.5823,8,28,3,2,40,95.5037,88,2,100,100,6,0
37,2,0,3.5152,2.0833,35.4167,3,2,28.5714,96.4083,60.4167,1,99.6228,89.5833,1,0
47,2,0,19.7148,22.8571,47.1429,3,8,72.7273,92.8371,75.7143,2,97.1708,85.7143,2,0
20,2,1,49.1792,6.25,56.25,2,4,80,93.005,56.25,1,99.6431,93.75,2,0
38,1,0,4.1408,14.2857,76.1905,1,3,75,72.2567,42.8571,3,90.8903,66.6667,4,0
55,2,0,2.1278,0.6623,49.2274,21,17,36.1702,54.4149,42.6049,1,72.3771,67.9912,1,0
30,2,0,0.1026,1.1111,52.2222,6,5,50,92.57,76.6667,3,98.4609,93.3333,3,0
42,1,1,0.1309,0.5464,61.2022,6,4,40,86.709,78.1421,1,93.9795,84.6995,1,0
42,2,0,1.761,9.375,25,4,2,40,99.4016,93.75,1,100,100,1,0
36,1,0,1.3143,2.3438,60.9375,10,9,47.3684,65.6676,65.625,1,83.3948,75.7813,2,0
22,2,0,3.6879,3.1915,75.5319,2,1,50,96.909,90.4255,2,99.5737,96.8085,2,0
40,1,0,3.4647,3.9318,56.8991,84,62,48.4375,30.4476,33.9021,1,40.398,41.4688,1,0
32,1,0,0.3423,0.9434,34.2767,10,8,40,72.9868,71.6981,3,87.232,83.6478,3,0
21,1,0,2.3997,4.7619,63.4921,4,3,50,82.6645,65.0794,1,92.8424,77.7778,3,0
32,2,0,2.5187,3.5714,57.1429,2,2,66.6667,98.694,71.4286,2,100,92.8571,4,0
51,1,0,0.649,2.7778,44.4444,4,6,66.6667,81.8273,55.5556,1,96.655,86.1111,3,0
51,1,1,1.1348,0.7634,53.4351,10,7,43.75,65.134,65.6489,1,81.5887,80.916,1,0
25,2,0,6.8674,2.8986,72.4638,1,5,62.5,94.44,78.2609,2,97.7681,85.5072,2,0
28,2,0,1.1012,4.5296,52.2648,10,6,40,87.7476,84.669,1,93.9498,88.1533,1,0
35,2,0,5.9543,1.8182,70.9091,3,4,57.1429,98.8853,90.9091,1,100,100,1,0
60,1,0,1.0302,2.1739,58.6957,11,6,31.5789,67.0488,55.7971,2,85.2002,75.3623,3,0
62,1,0,11.0067,4.3478,60.8696,3,4,66.6667,82.953,69.5652,2,100,100,3,0
41,2,1,0.1306,0.4237,55.5085,10,13,54.1667,70.0221,65.678,1,84.5288,75.8475,1,0
34,1,0,4.2019,1.3373,39.6731,28,33,44,48.1399,34.3239,1,64.2645,53.789,1,0
29,2,0,5.4851,2.2556,47.3684,7,3,37.5,89.0459,65.4135,2,99.5262,96.9925,2,0
51,1,0,9.1485,19.2771,38.5542,6,2,25,82.3678,73.494,2,97.7525,93.9759,3,0
21,2,0,10.8792,22.2222,53.3333,0,21,100,52.9105,20,2,70.3332,33.3333,2,0
34,2,0,1.8107,2.6316,60.5263,5,2,33.3333,88.589,81.5789,2,100,100,5,0
65,1,0,6.6756,7.1429,35.7143,2,2,40,91.5888,78.5714,3,100,100,4,0
39,2,0,7.86,6.25,50,3,4,57.1429,91.7384,87.5,2,100,100,3,0
34,1,0,6.9467,18.2927,39.0244,6,15,62.5,49.5332,21.9512,2,70.2636,43.9024,2,0
20,1,0,2.3292,7.1429,85.7143,1,2,100,89.2857,64.2857,2,100,100,3,0
52,2,1,0.9946,2.1739,38.0435,8,6,46.1538,85.6462,69.5652,2,97.9755,84.7826,2,0
0,3,0,0.1529,1.7857,44.6429,2,4,44.4444,74.9809,57.1429,1,91.2357,78.5714,1,0
51,1,0,1.6889,4.4444,42.2222,5,4,57.1429,78.2404,73.3333,2,95.0511,91.1111,2,0
38,1,0,0.4952,0.6494,57.7922,15,27,51.9231,32.8552,36.3636,2,46.5084,45.1299,2,0
32,1,0,0.8076,3.5714,60.7143,2,4,57.1429,86.856,46.4286,3,94.4027,67.8571,3,0
23,1,0,8.079,12.5,71.875,1,4,66.6667,64.4524,56.25,2,86.535,75,2,0
49,2,0,2.9379,4.329,53.2468,8,7,38.8889,69.0503,59.3074,1,86.762,81.3853,2,0
40,2,0,0.7551,7.1429,57.1429,2,1,33.3333,100,100,3,100,100,7,0
24,1,0,33.1263,27.7778,80.5556,2,4,80,71.118,58.3333,3,91.7184,80.5556,4,0
38,1,0,20.16,37.5,57.1429,5,5,55.5556,82.2118,73.2143,1,92.0574,82.1429,2,0
56,1,1,0.6639,1.4085,67.6056,4,9,81.8182,70.021,66.1972,2,84.5213,74.6479,2,0
53,1,0,0.3144,2.2727,70.4545,4,9,81.8182,89.2395,56.8182,2,95.6112,70.4545,2,0
38,2,0,0.2657,1.1236,69.1011,6,5,50,85.1458,80.3371,1,93.1841,87.6404,1,0
46,2,0,11.1948,8.8531,45.4728,19,16,36.3636,63.3851,57.9477,2,76.1967,68.8129,2,0
30,1,0,0.1335,1.5385,69.2308,3,1,20,89.1686,80,2,97.9024,93.8462,3,0
55,2,0,0.62,1.2903,65.8065,13,5,29.4118,72.4926,60,2,91.5584,80,2,0
52,1,0,0.4612,2.7778,54.1667,5,4,36.3636,86.0569,65.2778,1,98.6318,91.6667,3,0
38,2,1,0.2511,0.4878,45.3659,10,8,34.7826,82.1561,54.6341,1,90.9116,74.6341,2,0
52,2,1,1.6476,4.0816,46.9388,6,3,33.3333,87.0068,53.0612,3,100,100,4,0
36,1,0,2.2549,2.1739,76.087,7,8,57.1429,60.2098,38.0435,1,81.6943,63.0435,1,0
41,1,1,0.3306,0.4808,52.4038,27,15,32.6087,41.6645,28.8462,2,64.878,45.6731,3,0
34,1,0,0,0,58.2353,4,4,44.4444,97.3603,90.5882,1,99.3172,95.8824,2,1
40,1,0,3.3251,11.1111,77.7778,0,0,0,93.2266,66.6667,2,100,100,4,0
36,2,0,27.07,27.3885,47.7707,8,2,18.1818,91.6634,91.0828,4,98.7227,94.9045,4,0
43,2,1,3.6907,2.439,43.9024,8,6,37.5,83.3313,59.7561,2,94.0465,73.1707,3,0
29,1,0,0.9819,1.4925,62.6866,5,2,22.2222,59.3798,59.7015,3,83.6693,71.6418,3,0
36,2,0,0.8562,0.5319,65.1596,19,16,36.3636,67.1292,48.9362,1,77.0373,57.7128,1,0
31,2,0,1.102,3.2787,27.8689,9,12,52.1739,57.7571,64.7541,1,77.7442,77.0492,1,0
63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,11.7519,4.3478,65.2174,1,2,40,87.5952,82.6087,1,100,100,4,0
27,2,0,9.3496,11.1111,77.7778,0,0,0,92.2764,77.7778,3,100,100,4,0
41,2,0,3.7698,25,58.3333,1,3,75,92.0635,58.3333,2,100,100,3,0
25,2,0,0.0491,0.7519,48.8722,3,4,44.4444,99.4813,92.4812,2,99.8987,97.7444,3,0
36,1,0,11.4877,9.6774,38.7097,9,7,36.8421,68.1351,46.2366,3,89.1651,74.1935,4,0
21,2,0,17.151,9.0909,30.303,2,4,66.6667,87.4644,78.7879,4,99.3162,93.9394,5,0
37,1,1,8.4571,10.4651,70.9302,6,0,0,95.7714,80.2326,1,98.9341,89.5349,2,0
41,2,0,4.7372,15.3846,65.3846,2,1,33.3333,99.2862,92.3077,2,100,100,3,0
39,2,0,0.573,1.1111,53.0556,10,16,43.2432,83,71.6667,1,89.708,80.8333,1,0
27,1,0,0.3992,2.8571,82.8571,2,3,75,85.4042,51.4286,2,97.3303,88.5714,2,0
29,1,0,20.8228,17.0103,61.3402,10,6,35.2941,73.968,62.8866,2,90.6766,78.866,2,0
30,2,0,0.3345,2,32,4,3,42.8571,98.1043,96,1,100,100,1,0
34,1,0,0.3706,0.7353,61.2745,17,23,54.7619,56.1028,52.6961,1,71.9266,68.1373,1,0
41,1,0,1.1932,2.4096,51.8072,5,2,22.2222,91.1501,89.1566,3,100,100,4,0
29,1,0,33.4186,23.8095,9.5238,0,17,94.4444,67.8602,28.5714,1,84.3137,52.381,2,0
56,1,0,10.4843,5.7692,92.3077,3,4,100,94.9092,84.6154,2,99.202,94.2308,3,0
48,1,1,0.3906,0.813,55.2846,7,7,41.1765,64.7972,65.0407,1,82.0592,77.2358,1,0
28,2,1,0.578,1.8868,54.717,2,4,57.1429,80.289,64.1509,1,93.9306,73.5849,1,0
52,2,1,12.6533,29.7619,83.3333,2,2,50,100,100,1,100,100,1,0
26,1,0,1.7085,14.2857,71.4286,2,1,33.3333,93.4933,57.1429,2,99.2366,90.4762,2,0
47,2,0,0.1056,0.6098,18.2927,9,13,50,56.2385,61.5854,1,77.7914,80.4878,1,0
46,2,0,1.4202,8.4967,67.3203,6,3,37.5,83.9202,73.8562,2,97.9343,95.4248,3,0
39,1,0,3.488,0,38.6792,7,7,36.8421,73.117,49.0566,1,90.592,69.8113,1,0
57,1,0,0.3241,1.0989,28.5714,5,8,40,59.7177,18.6813,2,84.6942,70.3297,2,0
22,2,0,0.41,1.8182,54.5455,4,5,50,88.0234,72.7273,3,95.2855,85.4545,4,0
52,1,0,3.3003,6.7797,57.6271,4,3,37.5,85.645,79.661,1,98.1999,96.6102,2,0
0,3,0,0.479,2.4096,15.6627,11,7,36.8421,60.5593,32.5301,2,88.856,72.2892,2,0
54,2,0,0,0,61.9898,18,20,47.619,60.649,22.449,1,75.9676,54.0816,2,1
36,2,1,20.3356,13.8249,46.5438,9,2,16.6667,92.5644,76.0369,2,98.8427,91.7051,2,0
51,1,0,4.9853,11.7647,64.7059,0,4,80,64.5161,41.1765,3,91.7889,70.5882,5,0
31,1,0,3.709,11.1111,37.037,3,2,33.3333,98.3587,70.3704,3,99.8062,92.5926,4,0
50,1,1,7.9058,10.4348,50.4348,5,5,33.3333,57.8446,52.1739,1,80.1334,71.3043,1,0
24,1,0,0,0,2.6549,0,86,88.6598,18.7815,6.1947,4,33.3501,14.1593,9,1
33,2,0,0.1166,0.2857,49.4286,15,16,50,67.755,60.2857,1,82.8318,77.4286,1,0
37,2,1,1.058,8.9431,44.7154,12,1,8.3333,85.2236,43.0894,1,95.7015,76.4228,1,0
32,1,0,1.6343,5.4945,45.0549,3,0,0,65.3833,54.9451,2,93.0789,86.8132,3,0
31,1,0,1.2006,3.3898,37.2881,1,3,75,98.7532,94.9153,3,100,100,4,0
66,2,0,0.5535,4.8387,43.5484,4,2,33.3333,86.5715,83.871,2,100,100,3,0
45,2,1,0.3691,0.5464,49.5446,24,25,40.9836,54.7811,47.3588,1,70.8986,58.4699,1,0
31,1,0,0.9014,1.9231,30.7692,2,3,60,97.0553,96.1538,3,100,100,5,0
50,1,0,6.3192,1.3889,73.6111,9,7,63.6364,65.7542,52.7778,1,86.4735,70.8333,2,0
28,2,1,4.4238,3.7037,88.8889,3,3,75,65.5726,25.9259,1,82.1976,37.037,2,0
55,1,0,0.3137,0.7692,56.1538,5,6,35.2941,60.8226,60.7692,3,80.481,76.9231,3,0
36,1,0,2.3436,2.5641,75.3846,9,19,61.2903,34.3555,29.7436,1,47.806,40,1,0
20,2,0,8.5551,7.8431,50.9804,3,11,78.5714,65.4114,56.8627,2,83.3811,72.549,2,0
29,1,0,10.9244,10.3448,89.6552,2,1,50,77.0588,55.1724,1,91.4286,72.4138,1,0
27,2,1,1.7836,4.3478,91.3043,1,2,100,89.893,78.2609,1,100,100,2,0
50,1,0,1.1334,1.3333,75.1111,10,12,70.5882,44.1082,47.5556,1,56.8114,52.4444,1,0
43,2,1,6.2123,6.8966,65.5172,1,4,57.1429,83.3333,67.2414,1,95.1321,82.7586,1,0
71,1,0,10.4879,12.2642,59.434,10,12,52.1739,46.8823,26.4151,2,64.9883,40.566,2,1
64,1,0,30.2236,11.7647,58.8235,2,4,80,95.1431,58.8235,1,100,100,1,0
32,2,0,0.178,1.0526,43.1579,10,3,21.4286,84.8874,63.1579,2,96.805,86.3158,3,0
43,1,0,0.8557,1.4706,44.8529,4,6,50,89.4987,83.0882,3,98.522,93.3824,3,0
52,2,0,4.6168,11.1111,44.4444,7,0,0,97.1197,86.1111,1,99.9376,98.6111,1,0
25,1,0,43.834,8.3333,83.3333,1,0,0,100,100,3,100,100,6,0
67,2,0,2.6819,2.6316,39.4737,6,6,37.5,83.7449,56.5789,1,94.2764,77.6316,1,0
42,1,0,0.4239,4.908,20.2454,7,4,28.5714,76.5099,41.1043,1,96.2034,93.865,2,0
38,2,0,3.0171,2.439,97.561,3,1,100,69.6949,53.6585,2,87.1941,73.1707,2,0
19,1,0,63.0319,54.5455,63.6364,1,0,0,94.1489,81.8182,1,100,100,1,0
56,1,0,3.0547,2.1277,70.2128,2,6,85.7143,83.9228,74.4681,2,94.373,85.1064,3,0
52,1,0,0.9126,3.3333,70,3,4,66.6667,99.0273,86.6667,3,100,100,5,0
30,2,0,0,0,6.3492,1,48,90.566,27.9274,11.1111,4,46.8065,22.2222,7,1
36,1,1,1.0266,4.5455,95.4545,2,2,100,93.9721,75,1,98.7628,90.9091,2,0
39,1,0,2.9813,6.383,43.617,9,10,58.8235,81.1914,67.0213,1,94.6603,78.7234,2,0
56,2,0,1.57,1.0309,48.4536,5,2,33.3333,91.9969,89.6907,1,99.6171,97.9381,2,0
36,1,1,0.1793,2.5,46.25,7,12,70.5882,77.8836,56.25,2,91.1714,78.75,3,0
29,2,0,0.8822,2.1008,46.0084,10,7,35,79.5647,80.8824,1,97.639,94.958,2,0
19,2,0,5.6604,25,75,0,2,100,100,100,2,100,100,2,0
41,2,0,0.8155,2.2857,76.5714,4,2,28.5714,92.685,91.4286,1,98.0282,95.4286,1,0
52,2,0,1.9463,2.0833,64.5833,3,10,83.3333,76.5952,52.0833,1,88.7903,70.8333,2,0
30,1,0,0,0,61.5385,2,1,33.3333,86.398,69.2308,2,100,100,2,1
54,2,0,0.5525,0.6452,23.2258,9,16,59.2593,50.3641,56.7742,4,73.4053,74.1935,6,1
52,1,0,4.5129,10.8108,51.8919,10,5,38.4615,77.6744,81.0811,2,95.9096,92.4324,3,0
39,1,0,0.5484,0.5376,65.0538,11,8,42.1053,61.6315,60.2151,1,85.6485,85.4839,2,0
25,2,0,0,0,0.9217,0,209,98.5849,6.5666,2.765,5,12.5881,5.0691,10,1
25,2,0,0.7624,2.4096,31.3253,4,9,47.3684,77.0577,57.8313,1,92.0291,78.3133,1,0
40,2,0,6.7218,6.25,87.5,1,0,0,85.0052,68.75,2,100,100,2,0
33,2,0,0,0,66.3551,6,6,66.6667,86.564,60.7477,2,94.3658,71.028,3,1
33,1,0,2.7009,3.4137,51.8072,19,19,43.1818,59.9144,52.008,1,72.6768,65.8635,1,0
36,1,0,0.8209,3.7975,65.8228,7,10,62.5,83.6533,75.9494,1,93.407,83.5443,2,0
58,1,0,0.1373,1.8182,47.2727,4,2,33.3333,99.237,94.5455,2,100,100,3,0
52,2,0,8.2278,16.6667,100,0,0,0,80.3797,41.6667,3,98.1013,91.6667,4,0
36,1,0,1.5389,11.4943,57.4713,7,5,41.6667,89.1808,72.4138,3,97.0817,89.6552,4,0
51,2,0,0.1653,0.7194,39.5683,11,10,47.619,58.8813,52.518,3,81.4934,70.5036,4,0
39,2,1,0.8432,6.6667,100,0,0,0,81.4503,33.3333,2,92.9174,66.6667,3,0
30,2,0,0.3978,1,47,2,7,58.3333,73.1303,69,2,89.6567,77,3,0
58,2,0,0.165,0.7246,55.7971,4,3,33.3333,86.1531,83.3333,1,97.8297,93.4783,3,0
19,1,1,6.9022,7.6923,46.1538,1,5,83.3333,94.6001,61.5385,3,100,100,5,0
57,1,0,1.3233,4.4444,70,14,19,65.5172,42.1069,44.4444,1,63.051,51.1111,1,0
18,1,0,1.178,8.3333,75,2,1,50,97.1204,75,3,100,100,5,0
42,1,0,0.2448,1.5625,51.5625,3,0,0,100,100,1,100,100,2,0
24,2,0,0.7898,2.439,78.8618,4,4,57.1429,97.2065,91.0569,3,99.3598,95.122,4,0
49,2,1,1.9142,6.6176,36.7647,13,6,35.2941,82.5369,35.2941,3,95.5755,81.6176,4,0
47,1,1,2.9584,7,53,7,7,38.8889,78.8695,48,1,87.5685,60,1,0
36,2,0,3.2373,15.3846,92.3077,1,1,100,100,100,3,100,100,4,0
36,1,0,0.156,0.7435,53.5316,15,19,59.375,63.92,60.223,1,78.7908,71.7472,2,0
47,1,0,5.9013,5,36.25,5,2,22.2222,80.5108,82.5,2,100,100,2,0
43,2,0,8.4856,11.1111,77.7778,1,2,66.6667,63.9687,38.8889,3,92.0366,66.6667,4,0
39,2,0,0.437,2.0833,68.75,5,7,53.8462,85.9966,75,2,96.5989,91.6667,2,0
52,1,0,0.7053,2.5,45,3,7,58.3333,60.806,52.5,3,89.3703,82.5,4,0
19,2,1,5.3705,2.3529,64.7059,1,0,0,99.7633,94.1176,4,100,100,5,0
27,2,0,18.3625,0.8432,98.9882,4,6,100,97.0288,93.9292,2,98.4339,95.4469,2,0
20,2,0,9.3166,4.5455,63.6364,2,5,83.3333,91.4995,68.1818,2,99.0479,90.9091,2,0
48,2,0,1.4656,8.3333,37.5,2,3,75,92.221,91.6667,1,100,100,1,0
52,1,0,0.0638,0.3058,41.896,21,15,39.4737,53.5644,33.0275,2,72.6962,57.1865,2,0
36,2,0,0.508,1.9231,21.1538,1,4,57.1429,90.0036,71.1538,2,98.5486,94.2308,2,0
47,2,0,2.7268,5,80,0,4,100,81.6361,25,2,92.3762,50,3,0
27,1,0,0.5149,1.6393,42.623,3,5,45.4545,82.1318,75.4098,2,97.9918,95.082,2,0
48,1,1,0.8525,10,46.6667,3,3,50,89.0665,50,1,99.659,96.6667,2,0
33,2,0,5.3232,9.0909,72.7273,1,1,50,82.5095,72.7273,1,100,100,2,0
26,1,1,0.3961,0.5319,56.383,7,7,63.6364,84.3975,75,2,93.459,88.8298,3,0
47,2,0,15.4893,8.6957,45.6522,5,6,50,81.7024,65.2174,3,95.4835,80.4348,3,0
59,1,0,0.1478,0.545,59.673,27,33,55,47.7631,35.9673,1,60.3088,45.2316,1,0
30,2,1,0.5904,0.5269,38.04,33,97,68.3099,42.1102,37.7239,1,63.0621,65.6481,1,0
47,1,0,18.9309,29.5455,58.3333,9,22,78.5714,66.4196,37.8788,2,81.014,47.7273,5,1
53,1,0,26.25,16.6667,100,0,0,0,96.6667,83.3333,1,100,100,3,0
0,1,0,12.0187,11.8644,83.0508,3,2,50,83.1946,76.2712,1,95.0052,88.1356,1,0
29,2,0,0.1873,1.4706,82.3529,6,5,62.5,83.5393,55.8824,2,95.7303,75,2,0
40,1,0,7.3684,11.1111,38.8889,2,1,33.3333,100,100,3,100,100,5,0
60,2,0,1.6795,3.271,61.215,5,1,16.6667,98.051,97.6636,1,100,100,2,0
25,2,0,4.2277,3.0899,41.8539,10,5,21.7391,80.5525,70.5056,1,95.1473,87.0787,1,0
53,1,0,0.0517,0.1506,36.1446,35,27,33.3333,36.8069,34.9398,2,56.2587,52.1084,3,0
0,2,1,6.4648,6.0241,48.1928,6,11,57.8947,73.5998,59.6386,2,90.5835,70.4819,2,0
38,1,0,2.7746,4.902,61.7647,8,8,47.0588,55.5635,43.1373,1,78.5509,69.6078,2,0
39,1,0,2.075,6.0606,48.4848,2,2,50,100,100,1,100,100,3,0
45,2,0,1.7245,2.7248,58.0381,16,9,31.0345,70.0619,45.2316,1,87.9978,77.3842,1,0
51,1,0,0.267,1.4493,63.285,15,14,46.6667,57.9133,36.715,1,74.5461,58.4541,1,0
53,1,0,0.1508,0.8457,38.055,29,35,40.2299,43.6548,38.9006,1,58.2508,51.5856,2,1
38,1,0,0,0,12.2674,72,2343,88.4485,2.2306,0.6105,1,3.5629,1.1919,1,1
27,2,0,2.1839,3.0303,100,1,0,0,62.069,30.303,2,79.0805,45.4545,2,0
51,1,0,2.5176,3.5398,71.6814,5,5,41.6667,81.4811,76.9912,1,94.0122,88.4956,2,0
68,1,0,0.3707,1.626,64.2276,3,13,65,71.7943,30.8943,2,89.4417,44.7154,2,0
24,1,0,0.0134,0.2519,20.9068,4,3,42.8571,99.9613,95.466,1,100,100,1,0
57,1,0,1.3523,4.2553,34.0426,3,4,57.1429,96.6464,80.8511,3,99.4726,91.4894,5,0
45,1,0,10.4839,14.0187,71.028,5,4,57.1429,75.4032,75.7009,1,91.2442,83.1776,2,0
39,1,1,4.0047,0.6711,31.5436,13,14,56,72.3619,65.1007,2,89.0286,75.8389,3,0
33,1,0,11.8236,9.8684,69.0789,7,12,52.1739,52.1645,36.1842,1,69.1288,53.2895,2,0
27,1,0,6.8396,10.7143,89.2857,4,3,100,66.8632,57.1429,2,90.566,82.1429,3,0
27,1,0,1.0062,4.1667,91.6667,2,2,100,72.4458,45.8333,3,87.7709,66.6667,4,0
26,1,0,0.4893,1.1696,33.0409,15,9,30,52.1531,49.7076,1,75.0294,68.4211,1,0
27,1,0,1.1445,1.4925,57.2761,21,23,45.098,55.2685,53.5448,1,69.192,68.4701,1,0
31,2,0,2.1802,5,77.5,1,3,75,65.625,32.5,3,80.6686,50,3,0
32,1,0,6.0583,13.3333,60,1,6,100,79.7307,46.6667,2,97.3074,86.6667,2,0
32,1,0,21.2993,28.479,37.8641,5,3,33.3333,93.9019,95.7929,2,99.7231,99.6764,5,0
50,2,1,0.327,1.1236,65.5431,17,5,38.4615,60.0937,54.3071,1,84.6463,67.7903,2,0
42,1,1,0.7478,1.9048,72.381,7,2,40,87.704,72.381,1,98.7129,93.3333,1,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,1,0,1.9493,2.439,41.4634,2,5,62.5,84.3405,78.0488,1,97.011,92.6829,1,0
17,1,0,15.8931,6.8966,65.5172,2,4,66.6667,95.7103,75.8621,1,99.789,96.5517,4,0
46,1,0,7.3906,11.4286,57.1429,4,1,20,83.3428,71.4286,2,96.3047,91.4286,2,0
26,1,0,52.8855,28.5714,54.2857,3,8,80,80.164,45.7143,1,94.3866,68.5714,1,0
21,2,0,3.0783,8.6957,69.5652,0,7,100,71.3281,34.7826,2,86.9833,56.5217,2,0
50,1,0,6.4707,3.5088,73.6842,3,6,66.6667,70.6848,36.8421,1,87.9455,63.1579,1,0
49,2,0,1.4215,3.8462,46.1538,3,6,60,91.6033,78.8462,3,98.7273,92.3077,3,0
34,1,0,8.1603,15.3153,71.1712,5,4,44.4444,73.6859,72.973,3,95.8955,95.4955,3,0
47,1,1,1.5625,5.2632,89.4737,1,2,100,65.9091,47.3684,2,88.4943,73.6842,4,0
54,2,0,0.0782,0.5495,57.6923,12,8,34.7826,55.0173,43.4066,2,80.3221,63.7363,2,0
38,1,0,0.339,0.6452,38.0645,42,24,28.5714,65.1642,45.8781,1,79.9739,65.3763,1,0
49,2,1,6.535,4.1667,62.5,1,7,87.5,59.1185,50,2,86.4742,75,2,0
0,1,0,0.717,0.6006,27.027,19,26,53.0612,57.2307,51.0511,1,75.9378,68.7688,1,0
19,1,0,4.3257,5.2632,63.1579,2,3,60,95.827,84.2105,3,100,100,3,0
28,1,0,65.9787,73.5294,21.5686,3,59,85.5072,52.5742,14.7059,2,66.9991,24.5098,2,0
50,2,0,1.8603,0.813,66.6667,4,4,44.4444,90.0078,83.7398,2,99.1088,96.748,3,0
53,2,0,0.7028,2.1739,93.4783,5,3,100,97.5403,89.1304,2,100,100,3,0
40,2,0,1.5429,6.25,56.25,0,4,80,99.2346,87.5,3,100,100,4,0
73,1,0,5.183,10.8108,27.027,2,5,55.5556,97.1185,81.0811,3,99.9638,97.2973,3,0
49,2,1,0.3094,1.2195,63.4146,3,22,84.6154,34.8704,19.5122,2,56.099,30.4878,2,0
57,1,0,0.9438,1.2245,61.6327,13,9,37.5,57.9486,51.4286,1,74.0391,66.1224,1,0
55,2,0,0.2079,0.9524,52.381,9,13,61.9048,54.6267,37.1429,1,72.5931,53.3333,1,0
26,1,0,0.1005,0.565,15.2542,2,107,86.2903,19.1447,7.3446,1,33.8117,16.3842,1,0
50,2,0,4.5855,16.9811,79.2453,3,5,71.4286,70.6809,15.0943,2,84.5762,32.0755,2,0
46,2,0,10.7092,10.1695,54.2373,3,3,50,94.4312,91.5254,3,100,100,4,0
48,2,1,0.3004,1.8868,69.8113,4,3,50,89.3562,79.2453,1,99.2275,96.2264,1,0
30,2,0,0.1004,0.5236,47.644,7,5,29.4118,75.5344,53.9267,1,90.0732,72.2513,1,0
40,1,0,0.2611,2.0833,44.1667,17,17,47.2222,47.9901,49.1667,1,73.5889,70.8333,2,0
40,1,0,1.6832,18.75,100,1,0,0,91.325,37.5,1,99.4821,87.5,2,0
64,1,0,0,0,44.2308,0,14,70,79.018,61.5385,5,91.7185,75,5,1
63,1,0,0.658,1.1628,30.2326,4,6,54.5455,74.6005,58.1395,1,89.7725,81.3953,1,0
34,1,0,8.8792,11.7647,64.7059,2,3,60,88.064,79.4118,3,100,100,5,0
44,2,0,0.1271,0.7937,49.2063,2,5,71.4286,88.231,81.746,1,93.7341,85.7143,2,0
59,2,0,8.9471,5,40,2,4,57.1429,93.6421,65,3,99.3383,90,5,0
17,1,0,4.6601,9.8361,49.1803,2,3,33.3333,91.2719,73.7705,2,98.2492,91.8033,3,0
54,1,0,5.8866,6.4103,51.2821,5,6,50,73.5223,57.6923,1,86.2161,66.6667,2,0
22,2,0,1.2386,2.0408,61.2245,4,9,69.2308,47.9769,32.6531,2,74.6491,57.1429,2,0
56,1,0,16.5084,5.4795,58.9041,8,3,25,84.4564,57.5342,2,98.5528,84.9315,3,0
32,1,0,1.9502,8,24,3,0,0,95.965,84,3,100,100,6,1
68,1,0,2.4246,8.6957,34.7826,2,3,42.8571,86.7628,69.5652,2,98.6239,91.3043,2,0
47,1,0,3.6594,8.6957,59.4203,4,5,62.5,83.216,73.913,1,91.5552,81.1594,3,0
30,1,0,5.4926,20,80,1,1,100,100,100,2,100,100,2,0
47,1,0,4.8545,11.9048,65.873,6,7,50,76.1997,67.4603,1,93.3482,86.5079,1,0
39,2,1,4.3046,1.5625,48.4375,2,6,60,65.0312,59.375,2,83.8232,76.5625,3,0
45,2,0,0.1318,0.6173,27.7778,12,23,62.1622,67.6444,42.5926,1,78.907,55.5556,1,0
40,1,0,0.2907,1.3699,59.589,7,1,12.5,76.5429,60.9589,1,95.7066,91.0959,1,0
